Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Notes,0-Shot | Summary,1594.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,20-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,50-Shot | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Notes,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,5-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,10-Shot CoT | Summary,4242.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,20-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Notes,154464.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Summary,290283.5,2.135239204295071e-272,2.562287045154085e-272,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,5-Shot CoT | Summary,111347.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,10-Shot CoT | Summary,1486998.5,0.03494054343682313,0.03494054343682313,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,20-Shot CoT | Summary,2.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,0-Shot CoT | Summary,1035565.0,4.758264730404841e-48,5.148286429618353e-48,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,5-Shot CoT | Summary,1485525.5,0.03430277376960188,0.03483050875067267,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,10-Shot CoT | Summary,680138.5,3.6867486794331554e-132,4.3450966579033615e-132,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,20-Shot CoT | Summary,1629.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,5-Shot CoT | Summary,1144643.0,4.428458773472795e-31,4.639337762685785e-31,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,10-Shot CoT | Summary,881451.0,1.5028375763886752e-79,1.6811403396890265e-79,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,20-Shot CoT | Summary,187.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,10-Shot CoT | Summary,694632.5,6.380553619919551e-128,7.388009454643691e-128,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,20-Shot CoT | Summary,106.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,20-Shot CoT | Summary,1450.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot CoT | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
