Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Notes,0-Shot | Summary,592220.5,6.100594246304706e-148,9.363702796653735e-148,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,50-Shot CoT | Summary,460164.5,2.217233740616424e-193,3.569205533675219e-193,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,5-Shot CoT | Summary,359974.5,1.145087757523994e-230,2.0425889728806384e-230,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,10-Shot CoT | Summary,1371232.0,0.0034993595289316715,0.003608714514210786,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,20-Shot CoT | Summary,1059447.0,1.1609932573286974e-32,1.3443079821700706e-32,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,50-Shot CoT | Summary,190074.0,1.973754872543573e-308,4.2021877931572835e-308,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,10-Shot CoT | Summary,274535.0,1.0569557363207655e-269,1.9931165313477294e-269,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,20-Shot CoT | Summary,611757.5,6.252368151146589e-142,9.378552226719884e-142,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,50-Shot CoT | Summary,10340.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,20-Shot CoT | Summary,930559.0,1.6844301980023076e-55,2.058748019780598e-55,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,50-Shot CoT | Summary,174324.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot CoT | Summary,50-Shot CoT | Summary,53721.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
