Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Notes,0-Shot | Summary,164.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Notes,1286728.5,2.241674086272691e-08,2.2761613799076554e-08,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Summary,549160.5,2.0587617764877458e-157,2.4263978080034147e-157,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,5-Shot CoT | Summary,42323.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,10-Shot CoT | Summary,1134172.0,6.723896486835377e-22,7.044082033827537e-22,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,20-Shot CoT | Summary,202020.5,9.386078717706045e-304,1.3766248785968866e-303,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,50-Shot CoT | Summary,17365.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Notes,397569.5,4.513654522811151e-218,5.620777330293132e-218,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Summary,97096.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,5-Shot CoT | Summary,491196.5,3.5628087807675735e-180,4.275370536921088e-180,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,10-Shot CoT | Summary,258002.0,3.436015747810871e-278,4.825043390542925e-278,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,20-Shot CoT | Summary,19853.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,50-Shot CoT | Summary,527.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,0-Shot CoT | Summary,758645.5,8.477378060594438e-97,9.4831686779531e-97,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,5-Shot CoT | Summary,59020.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,10-Shot CoT | Summary,1363443.0,0.0044268649527946366,0.0044268649527946366,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,20-Shot CoT | Summary,376880.0,2.531357254428675e-227,3.212876515236395e-227,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,50-Shot CoT | Summary,49207.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,5-Shot CoT | Summary,2129.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,10-Shot CoT | Summary,755871.0,3.913396653256929e-97,4.4531755019820226e-97,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,20-Shot CoT | Summary,845354.5,1.508991926286197e-73,1.659891118914817e-73,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,50-Shot CoT | Summary,149871.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,10-Shot CoT | Summary,8843.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,20-Shot CoT | Summary,5.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,50-Shot CoT | Summary,1.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,20-Shot CoT | Summary,192498.5,1.2212319211419017e-304,1.831847881712853e-304,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,50-Shot CoT | Summary,20390.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot CoT | Summary,50-Shot CoT | Summary,340521.0,4.545716312683038e-242,5.882691698766285e-242,True,0.0007768692078230499,0.0007575757575757576
